town,page,url,property_type,price,address,postal_code,city,bedrooms,bedroom1_surface,bedroom2_surface,bathrooms,toilets,surface_livable,terrace,terrace_surface,terrace_orientation,floor,year_built,condition,kitchen_equipment,cellar,glazing_type,elevator,entry_phone,epc_score,epc_total,epc_valid_until 
brussel,8,https://immovlan.be/en/detail/mixed-building/for-sale/1000/brussels/vbc87246,Mixed,549 000 €,Rue des Fabriques 15 1000 Brussels,15,Brussels,6,13 m²,17 m²,2,2,365 m²,Yes,17 m²,,,1900,To be renovated,,,Double glass,No,,798 kWh/m²/year,,
brussel,8,https://immovlan.be/en/detail/residence/for-sale/1000/brussels/vbc54906,Residence,549 000 €,1000 Brussels,1000,Brussels,4,,,2,2,339 m²,Yes,16 m²,,,,To be renovated,,No,,No,,,,04/10/2034
brussel,8,https://immovlan.be/en/detail/residence/for-sale/1000/brussels/vbc85857,Residence,13 000 000 €,1000 Brussels,1000,Brussels,100,,,,,,,,,,,,,,,,,,,
brussel,8,https://immovlan.be/en/detail/residence/for-sale/1020/laken/vbc87417,Residence,598 000 €,Rue Stéphanie 121 1020 Laken,121,Laken,4,21 m²,21 m²,1,1,372 m²,Yes,,South-west,,1899,To renovate,,Yes,Simple glass,No,,326 kWh/m²/year,121426 kWh/year,
brussel,8,https://immovlan.be/en/detail/studio/for-sale/1000/brussels/vbc61945,Studio,180 000 €,Stevin 8 1000 Brussels,8,Brussels,,,,,1,,Yes,20 m²,,7,,Normal,Partially equipped,No,,Yes,,233 kWh/m²/year,44 kWh/year,14/04/2035
brussel,9,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vaz65204,Apartment,350 000 €,Avenue du Port 86C 1000 Brussels,1000,Brussels,2,,,1,,,Yes,,,1,,New,,,,,,,,
brussel,9,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vaz65227,Apartment,479 000 €,Avenue du Port 86C 1000 Brussels,1000,Brussels,3,,,2,,,Yes,,,5,,New,,,,,,,,
brussel,9,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc59105,Apartment,Make offer from 550 000 €,Avenue Louise 226 1000 Brussels,226,Brussels,3,22 m²,18 m²,2,2,165 m²,Yes,6 m²,,6,1936,New,Fully equipped,,,Yes,,341 kWh/m²/year,,
brussel,9,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc61165,Apartment,380 000 €,Quai des Péniches 69 1000 Brussels,69,Brussels,2,15 m²,10 m²,1,2,96 m²,Yes,,,7,2014,Excellent,Super equipped,Yes,Double glass,Yes,,77 kWh/m²/year,,29/09/2026
brussel,9,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc70721,Apartment,795 000 €,Rue Vilain XIIII Straat 43 1000 Brussels,43,Brussels,3,25 m²,13 m²,1,2,172 m²,Yes,39 m²,South,6,1970,Normal,Super equipped,Yes,Double glass,Yes,Yes,390 kWh/m²/year,,19/02/2035
brussel,9,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc72262,Apartment,235 000 €,Rue Saint-Jean Népomucène 15 1000 Brussels,15,Brussels,1,11 m²,,1,1,82 m²,,,,0,1910,Normal,Fully equipped,,Double glass,Yes,Yes,243 kWh/m²/year,,25/10/2034
brussel,9,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc72268,Apartment,460 000 €,Rue du Boulet 9-11 1000 Brussels,1000,Brussels,3,22 m²,11 m²,2,2,140 m²,,,,2,1920,Excellent,,,Double glass,No,Yes,248 kWh/m²/year,33511 kWh/year,03/07/2034
brussel,9,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc83179,Apartment,820 000 €,Rue aux Laines 21 1000 Brussels,21,Brussels,3,,,2,2,152 m²,Yes,1 m²,,4,,Excellent,Super equipped,,,Yes,Yes,185 kWh/m²/year,,
brussel,9,https://immovlan.be/en/detail/apartment/for-sale/1020/laken/vbc69824,Apartment,227 000 €,Rue Stevens-Delannoy 51 1020 Laken,51,Laken,1,20 m²,,1,1,75 m²,Yes,2 m²,,2,1956,Excellent,Super equipped,Yes,Double glass,No,Yes,396 kWh/m²/year,,08/11/2033
brussel,9,https://immovlan.be/en/detail/apartment/for-sale/1020/laken/vwd13364,Apartment,148 000 €,du Mont St Alban 46A 1D 1020 Laken,1020,Laken,1,,,1,,48 m²,,,,,1968,Excellent,,,Double glass,No,Yes,,,
brussel,9,https://immovlan.be/en/detail/apartment/for-sale/1120/neder-over-heembeek/vbc74457,Apartment,199 000 €,Rue des prés communs 65 1120 Neder-Over-Heembeek,65,Neder-Over-Heembeek,1,14 m²,,1,,54 m²,Yes,,,,2022,Normal,,,Double glass,Yes,Yes,31 kWh/m²/year,,
brussel,9,https://immovlan.be/en/detail/master-house/for-sale/1000/brussels/vbc43463,Master,870 000 €,1000 Brussels,1000,Brussels,5,,,1,3,228 m²,Yes,16 m²,,,1895,,,,,No,,403 kWh/m²/year,91877 kWh/year,10/03/2035
brussel,9,https://immovlan.be/en/detail/mixed-building/for-sale/1130/haren/rbt25632,Mixed,1 199 000 €,Ganzenweidestraat 35 1130 Haren,35,Haren,8,18 m²,15 m²,5,8,687 m²,Yes,,,,2008,,Super equipped,Yes,Double glass,,Yes,,,
brussel,9,https://immovlan.be/en/detail/penthouse/for-sale/1000/brussels/vbc40724,Penthouse,1 090 000 €,Rue Willems 14-16 1000 Brussels,1000,Brussels,2,35 m²,25 m²,3,3,389 m²,Yes,45 m²,South-west,25,1970,Excellent,Super equipped,Yes,Double glass,Yes,Yes,270 kWh/m²/year,,10/02/2032
brussel,9,https://immovlan.be/en/detail/penthouse/for-sale/1000/brussels/vbc58710,Penthouse,740 000 €,Rue de Dinant 2 1000 Brussels,2,Brussels,3,19 m²,17 m²,2,2,150 m²,Yes,35 m²,,4,2003,Excellent,Super equipped,,Double glass,Yes,Yes,185 kWh/m²/year,27371 kWh/year,
brussel,9,https://immovlan.be/en/detail/residence/for-sale/1120/neder-over-heembeek/vbc44735,Residence,385 000 €,1120 Neder-Over-Heembeek,1120,Neder-Over-Heembeek,3,14 m²,39 m²,1,1,,,,,,1974,Excellent,Partially equipped,,Double glass,,Yes,373 kWh/m²/year,66527 kWh/year,
brussel,9,https://immovlan.be/en/detail/studio/for-sale/1000/brussels/rbt32577,Studio,159 000 €,Imp. de la Poupée 4 1000 Brussels,4,Brussels,0,,,1,,35 m²,,,,0,1850,Excellent,Not equipped,,Double glass,,No,232 kWh/m²/year,12020 kWh/year,
brussel,9,https://immovlan.be/en/detail/studio/for-sale/1000/brussels/vbc65864,Studio,149 000 €,Avenue de l'Héliport 32 1000 Brussels,32,Brussels,1,15 m²,,1,1,35 m²,Yes,6 m²,,6,1970,To renovate,,Yes,Double glass,Yes,Yes,192 kWh/m²/year,6330 kWh/year,02/03/2035
brussel,9,https://immovlan.be/en/detail/studio/for-sale/1000/brussels/vbc67480,Studio,Make offer from 199 000 €,Rue Archimède 89 1000 Brussels,89,Brussels,,,,1,1,44 m²,Yes,,,5,,To renovate,Partially equipped,,,Yes,Yes,243 kWh/m²/year,,
brussel,9,https://immovlan.be/en/detail/studio/for-sale/1000/brussels/vbc73830,Studio,180 000 €,Rue du Marché aux Poulets 52 1000 Brussels,52,Brussels,0,,,1,1,33 m²,,,,3,,Excellent,Super equipped,,Double glass,Yes,Yes,274 kWh/m²/year,,25/02/2035
brussel,10,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/rbt32578,Apartment,229 000 €,Imp. de la Poupée 4 1000 Brussels,4,Brussels,1,15 m²,,1,,45 m²,,,,1,1850,Excellent,Not equipped,No,Double glass,,Yes,227 kWh/m²/year,,
brussel,10,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/rbt32579,Apartment,229 000 €,Imp. de la Poupée 4 1000 Brussels,4,Brussels,1,15 m²,,1,,45 m²,,,,2,1850,Excellent,Not equipped,No,Double glass,,Yes,187 kWh/m²/year,,
brussel,10,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/rbt32580,Apartment,259 000 €,Imp. de la Poupée 4 1000 Brussels,4,Brussels,2,9 m²,10 m²,1,,70 m²,,,,3,1850,Excellent,Not equipped,No,Double glass,,Yes,146 kWh/m²/year,,
brussel,10,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc86728,Apartment,Make offer from 649 000 €,Rue des coteaux 208 1000 Brussels,208,Brussels,3,24 m²,13 m²,2,2,170 m²,Yes,150 m²,North-west,4,2018,Excellent,Super equipped,,Double glass,Yes,Yes,50 kWh/m²/year,8560 kWh/year,23/12/2018
brussel,10,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc86775,Apartment,450 000 €,Avenue de Stalingrad 72 1000 Brussels,72,Brussels,2,,,1,,170 m²,Yes,,,2,,,,No,,,,137 kWh/m²/year,,
brussel,10,https://immovlan.be/en/detail/residence/for-sale/1020/laken/vbc86763,Residence,399 000 €,Rue de la royauté 10 1020 Laken,10,Laken,5,,,1,,145 m²,Yes,23 m²,,,,,,No,,,,199 kWh/m²/year,,
brussel,11,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc85961,Apartment,365 000 €,Avenue du Port 86C 1000 Brussels,1000,Brussels,2,14 m²,10 m²,1,2,95 m²,Yes,6 m²,North-east,,2025,New,Super equipped,,,Yes,,44 kWh/m²/year,,
brussel,11,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc85964,Apartment,375 000 €,Parkdreef 45 1000 Brussels,45,Brussels,2,14 m²,10 m²,1,2,99 m²,Yes,,,1,2025,New,Super equipped,Yes,,Yes,,33 kWh/m²/year,,
brussel,11,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc85965,Apartment,405 000 €,Parkdreef drève du parc 1000 Brussels,1000,Brussels,2,15 m²,12 m²,2,2,99 m²,Yes,8 m²,South-east,,2025,New,Super equipped,,,Yes,,44 kWh/m²/year,,
brussel,11,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc85968,Apartment,367 000 €,Drève du Parc 45 1000 Brussels,45,Brussels,2,,,1,2,98 m²,Yes,9 m²,,,2025,New,Super equipped,Yes,Double glass,Yes,Yes,,,
brussel,11,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc86302,Apartment,395 000 €,1000 Brussels,1000,Brussels,2,15 m²,11 m²,1,1,167 m²,,,,2,1963,Excellent,Super equipped,Yes,Double glass,Yes,Yes,199 kWh/m²/year,33154 kWh/year,20/09/2034
brussel,11,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc86349,Apartment,840 000 €,Rue Stevin 118 2 1000 Brussels,118,Brussels,5,,,1,,162 m²,,,,2,,Normal,,No,,No,,,,
brussel,11,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc86351,Apartment,285 000 €,Boulevard de Waterloo 77 1000 Brussels,77,Brussels,1,,,1,,44 m²,,,,6,,Excellent,,No,Double glass,No,,82 kWh/m²/year,4035 kWh/year,
brussel,11,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc86363,Apartment,495 000 €,Rue du Bailli 29 5 1000 Brussels,29,Brussels,2,,,1,,149 m²,Yes,1 m²,,5,1931,To renovate,,Yes,,Yes,Yes,750 kWh/m²/year,122277 kWh/year,
brussel,11,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc86364,Apartment,495 000 €,Rue du Bailli 29 5 1000 Brussels,29,Brussels,2,,,1,,149 m²,Yes,1 m²,,5,1931,To renovate,,Yes,,Yes,Yes,750 kWh/m²/year,122277 kWh/year,
brussel,11,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc86534,Apartment,450 000 €,Quai à la Houille 7 1000 Brussels,7,Brussels,2,,,1,1,95 m²,Yes,1 m²,,4,1913,Normal,,No,,Yes,,222 kWh/m²/year,,
brussel,11,https://immovlan.be/en/detail/apartment/for-sale/1020/laken/rbt64123,Apartment,395 000 €,Lenteklokjeslaan 46 1020 Laken,46,Laken,1,,,1,1,74 m²,Yes,,,,1974,Normal,Partially equipped,No,,No,,282 kWh/m²/year,,
brussel,11,https://immovlan.be/en/detail/apartment/for-sale/1020/laken/rbt64126,Apartment,167 000 €,Forumlaan 13 1020 Laken,13,Laken,1,,,1,1,68 m²,Yes,,,3,1977,To be renovated,,No,,Yes,,194 kWh/m²/year,,02/08/2027
brussel,11,https://immovlan.be/en/detail/apartment/for-sale/1120/neder-over-heembeek/vbc86706,Apartment,225 000 €,Avenue du Pois de Senteur 176 1120 Neder-Over-Heembeek,176,Neder-Over-Heembeek,2,12 m²,13 m²,1,1,75 m²,Yes,5 m²,North-west,3,1961,To be renovated,,Yes,Double glass,No,Yes,694 kWh/m²/year,56138 kWh/year,12/08/2031
brussel,11,https://immovlan.be/en/detail/duplex/for-sale/1000/brussels/vbc86451,Duplex,Make offer from 510 000 €,Quai au Foin 47 1000 Brussels,47,Brussels,3,15 m²,13 m²,2,,134 m²,Yes,5 m²,,0,2012,Normal,Super equipped,,,Yes,,147 kWh/m²/year,,
brussel,11,https://immovlan.be/en/detail/penthouse/for-sale/1000/brussels/vbc86490,Penthouse,549 000 €,Rue de Villers 20 1000 Brussels,20,Brussels,3,,,2,,158 m²,Yes,10 m²,,3,2003,Normal,,No,Double glass,Yes,Yes,194 kWh/m²/year,30703 kWh/year,
brussel,11,https://immovlan.be/en/detail/residence/for-sale/1020/laken/vbc86584,Residence,339 000 €,"Rue Ter Plast, 62 1020 Laken",62,Laken,3,,,1,,130 m²,Yes,20 m²,,,,,,No,,,,280 kWh/m²/year,,
brussel,11,https://immovlan.be/en/detail/residence/for-sale/1120/neder-over-heembeek/rbt64124,Residence,295 000 €,Kruipweg 14 1120 Neder-Over-Heembeek,14,Neder-Over-Heembeek,2,,,1,,152 m²,Yes,,,,1918,To be renovated,,No,,No,,771 kWh/m²/year,,
brussel,11,https://immovlan.be/en/detail/residence/for-sale/1120/neder-over-heembeek/vbc86605,Residence,450 000 €,Rue Saint-Nicolas 22 1120 Neder-Over-Heembeek,22,Neder-Over-Heembeek,3,15 m²,13 m²,1,2,105 m²,,,,,,Fully renovated,,Yes,Double glass,No,Yes,,,
brussel,11,https://immovlan.be/en/detail/residence/for-sale/1120/neder-over-heembeek/vbc86707,Residence,399 000 €,Rue du Château Beyaerd 170 1120 Neder-Over-Heembeek,170,Neder-Over-Heembeek,3,11 m²,17 m²,1,2,160 m²,Yes,22 m²,East,,,Normal,,,Double glass,No,,185 kWh/m²/year,23724 kWh/year,31/05/2035
brussel,11,https://immovlan.be/en/detail/studio/for-sale/1000/brussels/vbc86305,Studio,149 000 €,Rue de la samaritaine 54 1000 Brussels,54,Brussels,0,,,1,1,20 m²,Yes,5 m²,East,0,1875,Excellent,,,,No,Yes,228 kWh/m²/year,4504 kWh/year,25/05/2035
brussel,12,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/rbt48222,Apartment,630 000 €,Place des Barricades 11 1000 Brussels,11,Brussels,3,,,2,2,162 m²,Yes,12 m²,,4,2014,Normal,Super equipped,,,Yes,,110 kWh/m²/year,,
brussel,12,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/rbt48224,Apartment,639 000 €,Place des Barricades 11 1000 Brussels,11,Brussels,3,,,2,2,151 m²,Yes,23 m²,,5,,Normal,Super equipped,,,Yes,,121 kWh/m²/year,,
brussel,12,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc85585,Apartment,529 000 €,Rue Royale 33 1000 Brussels,33,Brussels,2,16 m²,14 m²,2,3,141 m²,,,,2,2023,New,Super equipped,,Double glass,Yes,,246 kWh/m²/year,,
brussel,12,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc85688,Apartment,175 000 €,Groendreef 14 I0RS 1000 Brussels,14,Brussels,1,,,1,,37 m²,,,,0,2009,Excellent,,No,Double glass,,,563 kWh/m²/year,,
brussel,12,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc85689,Apartment,199 000 €,Groendreef 4 306BS 1000 Brussels,4,Brussels,1,,,1,,42 m²,,,,3,2018,New,,No,,Yes,,86 kWh/m²/year,,
brussel,12,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc85737,Apartment,425 000 €,Avenue Michel-Ange 54 0 1000 Brussels,54,Brussels,2,,,2,,95 m²,,,,4,,Normal,,No,,Yes,,112 kWh/m²/year,9 kWh/year,
brussel,12,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc85740,Apartment,750 000 €,Rue du Magistrat 10 1000 Brussels,10,Brussels,3,,,2,,226 m²,Yes,2 m²,,2,1932,Normal,,Yes,Double glass,Yes,Yes,184 kWh/m²/year,41684 kWh/year,15/05/2030
brussel,12,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc85741,Apartment,750 000 €,Rue du Magistrat 10 1000 Brussels,10,Brussels,3,,,2,,226 m²,Yes,2 m²,,2,1932,Normal,,Yes,Double glass,Yes,Yes,184 kWh/m²/year,41684 kWh/year,15/05/2030
brussel,12,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc85746,Apartment,695 000 €,Quai des Péniches 69 40 1000 Brussels,69,Brussels,2,,,2,,132 m²,Yes,54 m²,,40,2014,New,,No,Double glass,Yes,,113 kWh/m²/year,,
brussel,12,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc85791,Apartment,845 000 €,1000 Brussels,1000,Brussels,2,18 m²,12 m²,2,2,167 m²,Yes,80 m²,South-west,33,2014,Excellent,Super equipped,,Double glass,Yes,Yes,94 kWh/m²/year,,
brussel,12,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc85959,Apartment,357 500 €,Rue Van Helmont 53 1000 Brussels,53,Brussels,1,,,1,1,65 m²,Yes,4 m²,,,2026,New,,Yes,,Yes,,,,
brussel,12,https://immovlan.be/en/detail/apartment/for-sale/1020/laken/vbc85500,Apartment,560 000 €,Rue Laneau 105 1020 Laken,105,Laken,6,,,,,600 m²,,,,1,1910,To be renovated,,,,No,Yes,415 kWh/m²/year,228157 kWh/year,
brussel,12,https://immovlan.be/en/detail/apartment/for-sale/1020/laken/vbc85932,Apartment,299 000 €,"Rue du Heysel, 142 1020 Laken",142,Laken,2,,,1,,95 m²,Yes,4 m²,,2,,,,No,,,,99 kWh/m²/year,0 kWh/year,
brussel,12,https://immovlan.be/en/detail/apartment/for-sale/1020/laken/vbc85940,Apartment,199 900 €,"Avenue Wannecouter, 120 1020 Laken",120,Laken,1,,,1,,75 m²,Yes,3 m²,,3,,,,No,,,,496 kWh/m²/year,,
brussel,12,https://immovlan.be/en/detail/duplex/for-sale/1000/brussels/vbc85511,Duplex,540 000 €,Rue Philippe Le Bon 24/28 1000 Brussels,1000,Brussels,2,15 m²,15 m²,2,2,135 m²,Yes,6 m²,,4,1990,Normal,Super equipped,Yes,Double glass,Yes,Yes,55 kWh/m²/year,21503 kWh/year,20/05/2032
brussel,12,https://immovlan.be/en/detail/penthouse/for-sale/1000/brussels/vbc85738,Penthouse,595 000 €,Rue du Frontispice 3 6 1000 Brussels,3,Brussels,3,,,2,,188 m²,Yes,,,6,2005,To renovate,,Yes,Double glass,Yes,Yes,180 kWh/m²/year,,
brussel,12,https://immovlan.be/en/detail/penthouse/for-sale/1000/brussels/vbc85739,Penthouse,595 000 €,Rue du Frontispice 3 6 1000 Brussels,3,Brussels,3,,,2,,188 m²,Yes,,,6,2005,To renovate,,Yes,Double glass,Yes,Yes,180 kWh/m²/year,33782 kWh/year,11/06/2035
brussel,12,https://immovlan.be/en/detail/studio/for-sale/1000/brussels/vbc85883,Studio,200 000 €,Rue des Bouchers 3 1000 Brussels,3,Brussels,1,25 m²,,1,1,30 m²,Yes,2 m²,North-east,1,2019,Excellent,Super equipped,,Double glass,No,Yes,226 kWh/m²/year,7003 kWh/year,22/05/2029
